Name|Neighborhood|Address|Date of Search
Herbal Meds|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Stoney Overnight Delivery - San Marcos / Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Herbal Meds|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Better Daze Express, Inc|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
M Delivers - San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
The Healing Heart Collective|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
New Age Botanicals - Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
CLEAN GREEN Patient Services|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Dank Remedies (OPEN LATE)|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Jah Healing Caregivers - Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Upper County Cannamedz|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
PUF - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS/ESCONDIDO, CA|07-11-2017
Golden Leaf|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
GreenLyfe|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Organic Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
The Gas Station Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Cali Care Collective - San Marcos /  Escondido|Escondido/San Marcos|ESCONDIDIO, CA|07-11-2017
Halfbaked Healing Co.|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Chili Dog Deliveries|Escondido/San Marcos|SAN DIEGO, CA|07-11-2017
For Patient Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
Kush Kingdom|Escondido/San Marcos|NORTH COUNTY SD, CA|07-11-2017
Trichome Delivery Service|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Flavor Buzz|Escondido/San Marcos|ALL NORTH COUNTY, CA|07-11-2017
Rosemary Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
HIPPIE WELLNESS|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
Flowering Buddha Collective|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Imagine Medics|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
When In Doubt Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Releaf Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Pearls Delivery|Escondido/San Marcos|NORTH COUNTY, CA|07-11-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-11-2017
Continuum Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Four Twenty Friendly Collective|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
1105 Cooperative|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Modern Medicine Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-11-2017
Weedstreet Delivery - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Herbal Meds|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Stoney Overnight Delivery - San Marcos / Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-11-2017
Herbal Meds|Escondido/San Marcos|SAN MARCOS, CA|07-11-2017
Left Coast Collective - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Releaf Delivery|La Jolla|LA JOLLA, CA|07-11-2017
Super Buds|La Jolla|LA JOLLA/PACIFIC BEACH, CA|07-11-2017
True Meds Delivery Incorporated|La Jolla|SAN DIEGO, CA|07-11-2017
M Delivers - La Jolla|La Jolla|LA JOLLA/TORREY PINES, CA|07-11-2017
Pakalolo Sunshine|La Jolla|SAN DIEGO, CA|07-11-2017
Beach Meds|La Jolla|LA JOLLA, CA|07-11-2017
Special Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Luckys Health Group Delivery|La Jolla|LA JOLLA, CA|07-11-2017
Blue Dream Girls|La Jolla|LA JOLLA, CA|07-11-2017
Chronic Therapy|La Jolla|SAN DIEGO, CA|07-11-2017
Gold Leaf Meds Delivery|La Jolla|SAN DIEGO, CA|07-11-2017
WEEDRIVE|La Jolla|LA JOLLA, CA|07-11-2017
Danky Duck Co.|La Jolla|LA JOLLA, CA|07-11-2017
Dank Remedies (OPEN LATE)|La Jolla|LA JOLLA, CA|07-11-2017
MJ Deliveries|La Jolla|LA JOLLA, CA|07-11-2017
World Wide Weed - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Green Car Delivery|La Jolla|LA JOLLA, CA|07-11-2017
APC - Alternative Patient Care #5|La Jolla|LAJOLLA, CA|07-11-2017
Alpha Medic, Inc. - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Freedom Farmers|La Jolla|SAN DIEGO, CA|07-11-2017
Prime Holistic|La Jolla|SAN DIEGO, CA|07-11-2017
Cali Smokers Club|La Jolla|SAN DIEGO, CA|07-11-2017
Irie Up|La Jolla|SAN DIEGO, CA|07-11-2017
Flash Buds|La Jolla|SAN DIEGO, CA|07-11-2017
Freedom Medical Association|La Jolla|LA JOLLA, CA|07-11-2017
Budzilla|La Jolla|LA JOLLA, CA|07-11-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-11-2017
Budzilla - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
The Herbal Express|La Jolla|LA JOLLA, CA|07-11-2017
Bud Club - La Jolla|La Jolla|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - La Jolla|La Jolla|SAN DIEGO, CA|07-11-2017
PoppySeed|La Jolla|LA JOLLA, CA|07-11-2017
Budee|La Jolla|LA JOLLA, CA|07-11-2017
Bud Club - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-11-2017
Nollie Green-Blu Solutions|La Jolla|LA JOLLA, CA|07-11-2017
Stoney Overnight Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Budee|La Jolla|SAN DIEGO, CA|07-11-2017
Budee|La Jolla|SAN DIEGO, CA|07-11-2017
Wow Bud|La Jolla|LA JLLA, CA|07-11-2017
House of Ounce|La Jolla|LA JOLLA, CA|07-11-2017
Left Coast Collective - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Releaf Delivery|La Jolla|LA JOLLA, CA|07-11-2017
Super Buds|La Jolla|LA JOLLA/PACIFIC BEACH, CA|07-11-2017
True Meds Delivery Incorporated|La Jolla|SAN DIEGO, CA|07-11-2017
M Delivers - La Jolla|La Jolla|LA JOLLA/TORREY PINES, CA|07-11-2017
Pakalolo Sunshine|La Jolla|SAN DIEGO, CA|07-11-2017
Beach Meds|La Jolla|LA JOLLA, CA|07-11-2017
Special Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Luckys Health Group Delivery|La Jolla|LA JOLLA, CA|07-11-2017
Blue Dream Girls|La Jolla|LA JOLLA, CA|07-11-2017
Chronic Therapy|La Jolla|SAN DIEGO, CA|07-11-2017
Gold Leaf Meds Delivery|La Jolla|SAN DIEGO, CA|07-11-2017
WEEDRIVE|La Jolla|LA JOLLA, CA|07-11-2017
Danky Duck Co.|La Jolla|LA JOLLA, CA|07-11-2017
Dank Remedies (OPEN LATE)|La Jolla|LA JOLLA, CA|07-11-2017
MJ Deliveries|La Jolla|LA JOLLA, CA|07-11-2017
World Wide Weed - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Green Car Delivery|La Jolla|LA JOLLA, CA|07-11-2017
APC - Alternative Patient Care #5|La Jolla|LAJOLLA, CA|07-11-2017
Alpha Medic, Inc. - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Freedom Farmers|La Jolla|SAN DIEGO, CA|07-11-2017
Prime Holistic|La Jolla|SAN DIEGO, CA|07-11-2017
Cali Smokers Club|La Jolla|SAN DIEGO, CA|07-11-2017
Irie Up|La Jolla|SAN DIEGO, CA|07-11-2017
Flash Buds|La Jolla|SAN DIEGO, CA|07-11-2017
Freedom Medical Association|La Jolla|LA JOLLA, CA|07-11-2017
Budzilla|La Jolla|LA JOLLA, CA|07-11-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-11-2017
Budzilla - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
The Herbal Express|La Jolla|LA JOLLA, CA|07-11-2017
Bud Club - La Jolla|La Jolla|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - La Jolla|La Jolla|SAN DIEGO, CA|07-11-2017
PoppySeed|La Jolla|LA JOLLA, CA|07-11-2017
Budee|La Jolla|LA JOLLA, CA|07-11-2017
Bud Club - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-11-2017
Nollie Green-Blu Solutions|La Jolla|LA JOLLA, CA|07-11-2017
Stoney Overnight Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-11-2017
Budee|La Jolla|SAN DIEGO, CA|07-11-2017
Budee|La Jolla|SAN DIEGO, CA|07-11-2017
Wow Bud|La Jolla|LA JLLA, CA|07-11-2017
House of Ounce|La Jolla|LA JOLLA, CA|07-11-2017
Left Coast Collective - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
GC Petals|Gaslamp District|SAN DIEGO, CA|07-11-2017
San Diego Organics|Gaslamp District|SAN DIEGO, CA|07-11-2017
Crown Collective - San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
True Meds Delivery Incorporated|Gaslamp District|SAN DIEGO, CA|07-11-2017
Global Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Breath of Life|Gaslamp District|HILLCREST, CA|07-11-2017
Green Elevation Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
WEEDRIVE|Gaslamp District|GASLAMP, CA|07-11-2017
Special Delivery - Gaslamp|Gaslamp District|GAS LAMP, CA|07-11-2017
Fast and Friendly - (Open Late) - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali Kush House- Gaslamp District|Gaslamp District|GASLAMP, CA|07-11-2017
Luckys Health Group Delivery|Gaslamp District|CORONADO, CA|07-11-2017
Strictly Humboldt|Gaslamp District|SAN DIEGO, CA|07-11-2017
Okun THC|Gaslamp District|SAN DIEGO, CA|07-11-2017
Lucky Shamrock|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-11-2017
Harbor Collective|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
World Wide Weed - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali-Oil Delivery|Gaslamp District|GASLAMP, CA|07-11-2017
Flash Buds|Gaslamp District|SAN DIEGO, CA|07-11-2017
A+ Deliveries|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pacific Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Alpha Medic, Inc. - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
Space City Meds|Gaslamp District|OCEAN BEACH, CA|07-11-2017
Cali Reefer Co. - San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
Freedom Farmers|Gaslamp District|SAN DIEGO, CA|07-11-2017
Releaf Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
San Diego Cannabis Club|Gaslamp District|GASLAMP, CA|07-11-2017
Sleep EZ Delivery - Open Late|Gaslamp District|SAN DIEGO, CA|07-11-2017
Happy Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pretty Dank|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-11-2017
J and B CareTakers|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery - Downtown San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
Mom and Crops Collective MAC|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pakalolo Sunshine|Gaslamp District|DELIVERY ONLY, CA|07-11-2017
Affordable Ounces & More|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budzilla|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali Coastal Collective - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
M Delivers - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-11-2017
Point Loma Patient Consumer Co-Op|Gaslamp District|GASLAMP, CA|07-11-2017
Kings of Green|Gaslamp District|SAN DIEGO, CA|07-11-2017
BOGO Boys - Downtown|Gaslamp District|SAN DIEGO, CA|07-11-2017
Zoinks!|Gaslamp District|GASLAMP, CA|07-11-2017
7 by 7|Gaslamp District|SAN DIEGO, CA|07-11-2017
Weedbertos|Gaslamp District|SAN DIEGO, CA|07-11-2017
The Herbal Express|Gaslamp District|LITTLE ITALY, CA|07-11-2017
Drop Weed|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budee|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery - Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budee|Gaslamp District|GASLAMP, CA|07-11-2017
Budee|Gaslamp District|GASLAMP, CA|07-11-2017
Stoney Overnight Delivery - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
Left Coast Collective - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
GC Petals|Gaslamp District|SAN DIEGO, CA|07-11-2017
San Diego Organics|Gaslamp District|SAN DIEGO, CA|07-11-2017
Crown Collective - San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
True Meds Delivery Incorporated|Gaslamp District|SAN DIEGO, CA|07-11-2017
Global Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Breath of Life|Gaslamp District|HILLCREST, CA|07-11-2017
Green Elevation Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
WEEDRIVE|Gaslamp District|GASLAMP, CA|07-11-2017
Special Delivery - Gaslamp|Gaslamp District|GAS LAMP, CA|07-11-2017
Fast and Friendly - (Open Late) - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali Kush House- Gaslamp District|Gaslamp District|GASLAMP, CA|07-11-2017
Luckys Health Group Delivery|Gaslamp District|CORONADO, CA|07-11-2017
Strictly Humboldt|Gaslamp District|SAN DIEGO, CA|07-11-2017
Okun THC|Gaslamp District|SAN DIEGO, CA|07-11-2017
Lucky Shamrock|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-11-2017
Harbor Collective|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
World Wide Weed - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali-Oil Delivery|Gaslamp District|GASLAMP, CA|07-11-2017
Flash Buds|Gaslamp District|SAN DIEGO, CA|07-11-2017
A+ Deliveries|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pacific Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Alpha Medic, Inc. - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
Space City Meds|Gaslamp District|OCEAN BEACH, CA|07-11-2017
Cali Reefer Co. - San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
Freedom Farmers|Gaslamp District|SAN DIEGO, CA|07-11-2017
Releaf Delivery|Gaslamp District|SAN DIEGO, CA|07-11-2017
San Diego Cannabis Club|Gaslamp District|GASLAMP, CA|07-11-2017
Sleep EZ Delivery - Open Late|Gaslamp District|SAN DIEGO, CA|07-11-2017
Happy Greens|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pretty Dank|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-11-2017
J and B CareTakers|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery - Downtown San Diego|Gaslamp District|SAN DIEGO, CA|07-11-2017
Mom and Crops Collective MAC|Gaslamp District|SAN DIEGO, CA|07-11-2017
Pakalolo Sunshine|Gaslamp District|DELIVERY ONLY, CA|07-11-2017
Affordable Ounces & More|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budzilla|Gaslamp District|SAN DIEGO, CA|07-11-2017
Cali Coastal Collective - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
M Delivers - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-11-2017
Point Loma Patient Consumer Co-Op|Gaslamp District|GASLAMP, CA|07-11-2017
Kings of Green|Gaslamp District|SAN DIEGO, CA|07-11-2017
BOGO Boys - Downtown|Gaslamp District|SAN DIEGO, CA|07-11-2017
Zoinks!|Gaslamp District|GASLAMP, CA|07-11-2017
7 by 7|Gaslamp District|SAN DIEGO, CA|07-11-2017
Weedbertos|Gaslamp District|SAN DIEGO, CA|07-11-2017
The Herbal Express|Gaslamp District|LITTLE ITALY, CA|07-11-2017
Drop Weed|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budee|Gaslamp District|SAN DIEGO, CA|07-11-2017
Quality Delivery - Hillcrest|Gaslamp District|SAN DIEGO, CA|07-11-2017
Budee|Gaslamp District|GASLAMP, CA|07-11-2017
Budee|Gaslamp District|GASLAMP, CA|07-11-2017
Stoney Overnight Delivery - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-11-2017
Organic Wellness|Encinitas|ENCINITAS, CA|07-11-2017
CLEAN GREEN Patient Services|Encinitas|NORTH COAST, CA|07-11-2017
Dank Remedies (OPEN LATE)|Encinitas|ENCINITAS, CA|07-11-2017
New Age Botanicals - Encinitas|Encinitas|ENCINITAS, CALIFORNIA|07-11-2017
GREEN CROSS|Encinitas|NORTH COUNTY, CA|07-11-2017
Green Car Delivery|Encinitas|ENCINITAS, CA|07-11-2017
GC Petals (5)|Encinitas|ENCINITAS, CA|07-11-2017
Lifted Medic|Encinitas|NORTH COUNTY, CA|07-11-2017
SDMG - San Diego Medicinal Gardens|Encinitas|ALL OF NORTH COUNTY, CA|07-11-2017
Cali Care Collective - Encinitas|Encinitas|ENCINITAS, CA|07-11-2017
Passion Road|Encinitas|ENCINITAS, CA|07-11-2017
PharmaLux|Encinitas|ENCINITAS, CA|07-11-2017
Coastal Delivery - North Coast|Encinitas|ENCINITAS, CA|07-11-2017
Halfbaked Healing Co.|Encinitas|ENCINITAS, CA|07-11-2017
Modern Medicine Delivery|Encinitas|ENCINITAS, CA|07-11-2017
House Of Dank|Encinitas|ENCINITAS, CA|07-11-2017
SDPA - San Diego Patient Access|Encinitas|ENCINITAS, CA|07-11-2017
Green Nectar|Encinitas|ENCINITAS, CA|07-11-2017
Stoney Overnight Delivery - Encinitas|Encinitas|ENCINITAS, CA|07-11-2017
Releaf Delivery|Encinitas|SAN DIEGO, CA|07-11-2017
Topflite Delivery Service|Encinitas|ENCINITAS, CA|07-11-2017
Beach420 Medical Marijuana Dispensary|Encinitas|ENCINITAS, CA|07-11-2017
Decoi|Encinitas|ENCINITAS, CA|07-11-2017
Fast and Friendly - (Open Late)-Encinitas|Encinitas|ENCINITAS, CALIFORNIA|07-11-2017
Cali Best Organics|Encinitas|ENCINITAS, CA|07-11-2017
1105 Cooperative|Encinitas|ENCINITAS, CA|07-11-2017
Budzilla|Encinitas|ENCINITAS, CA|07-11-2017
Medasun Man|Encinitas|ENCINITAS, CA|07-11-2017
Point Loma Patient Consumer Co-Op|Encinitas|ENCINITAS, CA|07-11-2017
So Cal Holistic Health|Encinitas|SAN DIEGO, CA|07-11-2017
Halfbaked Healing Co.|Encinitas|ENCINITAS, CA|07-11-2017
Budee|Encinitas|SAN DIEGO, CA|07-11-2017
Organic Wellness|Encinitas|ENCINITAS, CA|07-11-2017
CLEAN GREEN Patient Services|Encinitas|NORTH COAST, CA|07-11-2017
Dank Remedies (OPEN LATE)|Encinitas|ENCINITAS, CA|07-11-2017
New Age Botanicals - Encinitas|Encinitas|ENCINITAS, CALIFORNIA|07-11-2017
GREEN CROSS|Encinitas|NORTH COUNTY, CA|07-11-2017
Green Car Delivery|Encinitas|ENCINITAS, CA|07-11-2017
GC Petals (5)|Encinitas|ENCINITAS, CA|07-11-2017
Lifted Medic|Encinitas|NORTH COUNTY, CA|07-11-2017
SDMG - San Diego Medicinal Gardens|Encinitas|ALL OF NORTH COUNTY, CA|07-11-2017
Cali Care Collective - Encinitas|Encinitas|ENCINITAS, CA|07-11-2017
Passion Road|Encinitas|ENCINITAS, CA|07-11-2017
PharmaLux|Encinitas|ENCINITAS, CA|07-11-2017
Coastal Delivery - North Coast|Encinitas|ENCINITAS, CA|07-11-2017
Halfbaked Healing Co.|Encinitas|ENCINITAS, CA|07-11-2017
Modern Medicine Delivery|Encinitas|ENCINITAS, CA|07-11-2017
House Of Dank|Encinitas|ENCINITAS, CA|07-11-2017
SDPA - San Diego Patient Access|Encinitas|ENCINITAS, CA|07-11-2017
Green Nectar|Encinitas|ENCINITAS, CA|07-11-2017
Stoney Overnight Delivery - Encinitas|Encinitas|ENCINITAS, CA|07-11-2017
Releaf Delivery|Encinitas|SAN DIEGO, CA|07-11-2017
Topflite Delivery Service|Encinitas|ENCINITAS, CA|07-11-2017
Beach420 Medical Marijuana Dispensary|Encinitas|ENCINITAS, CA|07-11-2017
Decoi|Encinitas|ENCINITAS, CA|07-11-2017
Fast and Friendly - (Open Late)-Encinitas|Encinitas|ENCINITAS, CALIFORNIA|07-11-2017
Cali Best Organics|Encinitas|ENCINITAS, CA|07-11-2017
1105 Cooperative|Encinitas|ENCINITAS, CA|07-11-2017
Budzilla|Encinitas|ENCINITAS, CA|07-11-2017
Medasun Man|Encinitas|ENCINITAS, CA|07-11-2017
Point Loma Patient Consumer Co-Op|Encinitas|ENCINITAS, CA|07-11-2017
So Cal Holistic Health|Encinitas|SAN DIEGO, CA|07-11-2017
Halfbaked Healing Co.|Encinitas|ENCINITAS, CA|07-11-2017
Budee|Encinitas|SAN DIEGO, CA|07-11-2017
High Five Cannabis|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Special Delivery - Imperial Beach|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Luckys Health Group|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
WEEDRIVE|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Weedfellas|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Dank Remedies (OPEN LATE)|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
The Chronic Meds|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Green Light Wellness|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Danky Duck Co.|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Lucie 41|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Westlake Providers|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Green Fellas|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Affordable Ounces & More|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Drop Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Purple Dragon Delivery - Imperial Beach|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Drop Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
World Wide Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Community Green|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Southern Pacific Healing|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
MEDS ON THE GO|Imperial Beach/Otay Mesa|OCEAN BEACH, CA|07-12-2017
Stoney Overnight Delivery - Imperial Beach / Otay Mesa|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
High Five Cannabis|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Special Delivery - Imperial Beach|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Luckys Health Group|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
WEEDRIVE|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Weedfellas|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Dank Remedies (OPEN LATE)|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
The Chronic Meds|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
Green Light Wellness|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Danky Duck Co.|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Lucie 41|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Westlake Providers|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Green Fellas|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Affordable Ounces & More|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Drop Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Purple Dragon Delivery - Imperial Beach|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Drop Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
World Wide Weed|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Community Green|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Southern Pacific Healing|Imperial Beach/Otay Mesa|SAN DIEGO, CA|07-12-2017
MEDS ON THE GO|Imperial Beach/Otay Mesa|OCEAN BEACH, CA|07-12-2017
Stoney Overnight Delivery - Imperial Beach / Otay Mesa|Imperial Beach/Otay Mesa|IMPERIAL BEACH, CA|07-12-2017
Buddiez - Vista|Vista|VISTA, OCEANSIDE, CARLSBAD, CA|07-12-2017
M Delivers - Vista|Vista|ALL OF NORTH COUNTY, CA|07-12-2017
House Of Dank|Vista|VISTA, CA|07-12-2017
Dynomeds|Vista|NORTH COUNTY, CA|07-12-2017
Jah Healing Caregivers|Vista|VISTA, CALIFORNIA|07-12-2017
New Leaf Wellness San Diego|Vista|VISTA, CA|07-12-2017
The Gas Station Delivery|Vista|VISTA, CA|07-12-2017
Roasted Reefer|Vista|VISTA, CA|07-12-2017
PUF - Vista|Vista|VISTA, CA|07-12-2017
Terra Organics|Vista|VISTA, CA|07-12-2017
Exclusive Budz|Vista|VISTA, CA|07-12-2017
Lords of Medtown|Vista|VISTA, ESCONDIDO AND OCEANSIDE, CA|07-12-2017
Dank Remedies (OPEN LATE)|Vista|VISTA, CA|07-12-2017
Modern Medicine Delivery|Vista|VISTA, CA|07-12-2017
Organic Solutions|Vista|VISTA, CA|07-12-2017
The Chronic Snob|Vista|VISTA, CA|07-12-2017
Natural Kind Wellness|Vista|VISTA, CA|07-12-2017
Greener Solutions|Vista|VISTA, CA|07-12-2017
Flavor Buzz|Vista|VISTA, CA|07-12-2017
Gaia's Gift|Vista|VISTA, CA|07-12-2017
Extraction / Happy Dayz|Vista|VISTA, CA|07-12-2017
420 Inland|Vista|VISTA, CA|07-12-2017
Fast and Friendly - (Open Late)-Vista|Vista|VISTA, CA|07-12-2017
Carpe Diem Gardens - Vista|Vista|VISTA, CA|07-12-2017
420GreenAngel|Vista|VISTA, CA|07-12-2017
